position,title,link,authors,publications
413,IEEE TRANSACTIONS ON COMPUTATIONAL INTELLIGENCE AND AI IN GAMES,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:LgRImbQfgY4C,"SM LUCAS, S AHMADI, D ASHLOCK, CB CONGDON, C BAUCKHAGE, ...",
414,Co-ordinated Operation of Queues at Congested Arterial Signalised Intersections,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:Aul-kAQHnToC,"CD Velandia, R Bai, G Kendall, J Atkin",
415,DECEMBER 2013 VOLUME 5 NUMBER 4 TCIARR (ISSN 1943-068X),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:8xutWZnSdmoC,"S Ontañón, G Synnaeve, A Uriarte, F Richoux, D Churchill, M Preuss, ...",
416,DECEMBER 2013 VOLUME 17 NUMBER 6 ITEVF5 (ISSN 1089-778X),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:nZcligLrVowC,"VA Shim, KC Tan, CY Cheong, B Liu, Q Zhang, FV Fernández, ...",
417,SEPTEMBER 2013 VOLUME 5 NUMBER 3 TCIARR (ISSN 1943-068X),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:yqoGN6RLRZoC,"M Szubert, W Jaśkowski, K Krawiec, J Li, G Kendall, AV Vasilakos",
418,Adaptive Intelligence for Automated Game Learning,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:IUKN3-7HHlwC,"H Mujtaba, G Kendall, R Baig",
419,IEEE TRANSACTIONS ON COMPUTATIONAL INTELLIGENCE AND AI IN GAMES,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:a9-T7VOCCH8C,"S AHMADI, D ASHLOCK, CB CONGDON, C BAUCKHAGE, C BROWNE, ...",
420,Case for support: An investigation of hyper-heuristic methods,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:M7yex6snE4oC,"P Ross, E Hart, E Burke, P Cowling, G Kendall, S Petrovic",
421,Decision Support Systems for Tankering within the Airline Industry,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:KUbvn5osdkgC,"B McCollum, G Kendall, P McMullan, J Mc Goldrick",
422,The 2006 IEEE Symposium on Computational Intelligence and Games is the second in a series of annual meetings. This volume contains 34 papers scheduled to be,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:g3aElNc5_aQC,"S Louis, G Kendall",
423,An Accelerating Two-Layer Anchor Search with Application to the Resource-Constrained Project Scheduling Problem.........,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:nrtMV_XWKgEC,"K Deb, K Miettinen, S Chaudhuri, C Stoean, M Preuss, R Stoean, ...",
424,The 2007 IEEE Computational Intelligence in Scheduling Symposium (CISsched),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:tKAzc9rXhukC,"H Abbass, S Abdullah, S Ahmadi, U Aickelin, H Alfares, M Ayob, R Bai, ...",
425,ISMS’99 Applying simulated annealing and the no fit polygon to the nesting problem. Edmund Burke and Graham Kendall University of Nottingham Department of Computer Science …,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:_Ybze24A_UAC,G Kendall,
426,Constructive and local-search based hyperheuristics: A case for hybridisation?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:WqliGbK-hY8C,"E Burke, G Kendall, E Soubeiga, E Costa, J Marín-Blázquez, P Ross",
427,Co-evolution vs. Neural Networks; An Evaluation of UK Risky Money,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:dTyEYWd-f8wC,"JM Binner, G Kendall, AM Gazely",
428,Mathematical Modeling for Maximising Gate Receipt Problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:eMMeJKvmdy0C,"NHA Hamid, G Kendall, M Sagir",
429,A Triple objective function with a chebychev dynamic point specification approach to optimise the surface mount placement machine,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:XiVPGOgt02cC,"M Ayob, G Kendall",
430,A Library of Vehicle Routing Problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:bnK-pcrLprsC,"T Pigden, G Kendall, SD Ehsan, E Ozcan, R Eglese",
431,This symposium could not have taken place without the help of a great many people and organisations. We would like to thank the IEEE Computational Intelligence Society for …,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:D_sINldO8mEC,"S Louis, G Kendall",
